rpal_gene,primary_target,all_targets,target_count,best_hit,best_pident,best_qcov,best_evalue,best_bitscore,pass_threshold,reverse_supported,has_extra_copies
RPE_RS01195,ACXYSJ_02180,ACXYSJ_02180,1,ACXYSJ_02180,68.71,100.00,0.00e+00,567.0,yes,yes,no
RPE_RS01200,ACXYSJ_02165,ACXYSJ_02165,1,ACXYSJ_02165,71.05,98.70,2.45e-67,198.0,yes,yes,no
RPE_RS01205,ACXYSJ_02150,ACXYSJ_02150,1,ACXYSJ_02150,67.78,97.30,1.48e-136,391.0,yes,yes,no
RPE_RS01210,ACXYSJ_02145,ACXYSJ_02145,1,ACXYSJ_02145,84.55,99.34,0.00e+00,766.0,yes,yes,no
RPE_RS01215,,,0,ACXYSJ_02140,63.18,90.54,8.86e-85,247.0,no,no,no
RPE_RS01220,ACXYSJ_01800,ACXYSJ_01800,1,ACXYSJ_01800,69.30,99.78,0.00e+00,619.0,yes,yes,no
RPE_RS01225,ACXYSJ_01795,ACXYSJ_01795,1,ACXYSJ_01795,80.38,99.25,1.58e-154,428.0,yes,yes,no
RPE_RS01230,ACXYSJ_01790,ACXYSJ_01790,1,ACXYSJ_01790,89.79,99.70,0.00e+00,619.0,yes,yes,no
RPE_RS01235,ACXYSJ_01785,ACXYSJ_01785,1,ACXYSJ_01785,79.05,84.09,1.37e-89,256.0,yes,yes,no
RPE_RS01240,,,0,,,,,,no,no,no
RPE_RS01245,,,0,,,,,,no,no,no
RPE_RS01250,ACXYSJ_01270,ACXYSJ_01270,1,ACXYSJ_01270,92.54,99.75,0.00e+00,756.0,yes,yes,no
RPE_RS01255,,,0,,,,,,no,no,no
RPE_RS01260,,,0,,,,,,no,no,no
RPE_RS01265,,,0,,,,,,no,no,no
RPE_RS01270,ACXYSJ_01755,ACXYSJ_01755,1,ACXYSJ_01755,76.64,95.00,1.35e-152,427.0,yes,yes,no
RPE_RS01275,ACXYSJ_01760,ACXYSJ_01760,1,ACXYSJ_01760,80.19,100.14,0.00e+00,1169.0,yes,yes,no
RPE_RS01280,,,0,ACXYSJ_23085,30.33,104.46,1.03e-22,88.6,no,no,no
RPE_RS01285,ACXYSJ_01765,ACXYSJ_01765,1,ACXYSJ_01765,87.54,99.65,0.00e+00,520.0,yes,yes,no
RPE_RS01290,ACXYSJ_01770,ACXYSJ_01770,1,ACXYSJ_01770,94.61,99.76,0.00e+00,803.0,yes,yes,no
RPE_RS01295,ACXYSJ_01775,ACXYSJ_01775,1,ACXYSJ_01775,84.00,98.87,3.22e-110,309.0,yes,yes,no
RPE_RS01300,ACXYSJ_01780,ACXYSJ_01780,1,ACXYSJ_01780,84.13,98.44,1.09e-78,226.0,yes,yes,no
RPE_RS01305,ACXYSJ_02315,ACXYSJ_02315,1,ACXYSJ_02315,83.43,99.41,5.16e-96,272.0,yes,yes,no
RPE_RS01310,ACXYSJ_02295,ACXYSJ_02295,1,ACXYSJ_02295,85.33,99.46,0.00e+00,1662.0,yes,yes,no
RPE_RS01315,,,0,ACXYSJ_02280,64.54,99.89,0.00e+00,1100.0,no,no,no
RPE_RS01320,ACXYSJ_02275,ACXYSJ_02275,1,ACXYSJ_02275,84.51,99.30,9.09e-89,252.0,yes,yes,no
RPE_RS01325,,,0,,,,,,no,no,no
RPE_RS01330,ACXYSJ_02270,ACXYSJ_02270,1,ACXYSJ_02270,79.58,93.63,0.00e+00,645.0,yes,yes,no
RPE_RS01335,,,0,ACXYSJ_02260,63.75,97.56,6.60e-33,106.0,no,no,no
RPE_RS01340,ACXYSJ_23905,ACXYSJ_23905,1,ACXYSJ_23905,78.61,99.77,0.00e+00,622.0,yes,yes,no
RPE_RS01345,ACXYSJ_23910,ACXYSJ_23910,1,ACXYSJ_23910,66.03,96.31,1.66e-92,267.0,yes,yes,no
RPE_RS01350,ACXYSJ_23920,ACXYSJ_23920,1,ACXYSJ_23920,76.53,82.35,9.94e-55,163.0,yes,yes,no
RPE_RS01355,ACXYSJ_23925,ACXYSJ_23925,1,ACXYSJ_23925,78.12,99.38,1.84e-82,237.0,yes,yes,no
RPE_RS01360,ACXYSJ_23930,ACXYSJ_23930,1,ACXYSJ_23930,79.95,89.38,0.00e+00,641.0,yes,yes,no
RPE_RS01365,ACXYSJ_23935,ACXYSJ_23935,1,ACXYSJ_23935,92.59,100.22,0.00e+00,852.0,yes,yes,no
RPE_RS01370,,,0,ACXYSJ_23940,64.22,100.99,5.34e-175,491.0,no,no,no
RPE_RS01375,ACXYSJ_23945,ACXYSJ_23945,1,ACXYSJ_23945,87.27,93.22,3.22e-107,301.0,yes,yes,no
RPE_RS01380,ACXYSJ_23950,ACXYSJ_23950,1,ACXYSJ_23950,72.73,94.88,0.00e+00,563.0,yes,yes,no
RPE_RS01385,ACXYSJ_23955,ACXYSJ_23955,1,ACXYSJ_23955,89.84,99.68,0.00e+00,602.0,yes,yes,no
RPE_RS01390,ACXYSJ_23960,ACXYSJ_23960,1,ACXYSJ_23960,82.04,94.35,8.32e-98,277.0,yes,yes,no
RPE_RS01395,,,0,ACXYSJ_12265,46.97,96.31,2.63e-87,263.0,no,no,no
RPE_RS01400,,,0,,,,,,no,no,no
RPE_RS01405,ACXYSJ_23965,ACXYSJ_23965,1,ACXYSJ_23965,79.26,99.26,1.57e-75,218.0,yes,yes,no
RPE_RS01410,ACXYSJ_23970,ACXYSJ_23970,1,ACXYSJ_23970,98.95,99.79,0.00e+00,956.0,yes,yes,no
RPE_RS01415,ACXYSJ_23975,ACXYSJ_23975,1,ACXYSJ_23975,93.84,99.66,0.00e+00,531.0,yes,yes,no
RPE_RS01420,ACXYSJ_23980,ACXYSJ_23980,1,ACXYSJ_23980,95.88,99.80,0.00e+00,991.0,yes,yes,no
RPE_RS01425,ACXYSJ_23985,ACXYSJ_23985,1,ACXYSJ_23985,82.26,99.47,8.59e-107,301.0,yes,yes,no
RPE_RS01430,ACXYSJ_23990,ACXYSJ_23990,1,ACXYSJ_23990,73.12,100.00,6.08e-74,216.0,yes,yes,no
RPE_RS01435,ACXYSJ_23995,ACXYSJ_23995,1,ACXYSJ_23995,86.62,98.91,0.00e+00,1254.0,yes,yes,no
RPE_RS01440,ACXYSJ_24000,ACXYSJ_24000,1,ACXYSJ_24000,81.76,96.95,0.00e+00,526.0,yes,yes,no
RPE_RS01445,ACXYSJ_24005,ACXYSJ_24005,1,ACXYSJ_24005,86.80,99.49,1.36e-118,332.0,yes,yes,no
RPE_RS01450,,,0,ACXYSJ_24010,61.67,99.45,7.31e-77,224.0,no,no,no
RPE_RS01455,ACXYSJ_24015,ACXYSJ_24015,1,ACXYSJ_24015,85.22,99.79,0.00e+00,811.0,yes,yes,no
RPE_RS01460,,,0,,,,,,no,no,no
RPE_RS01465,ACXYSJ_24030,ACXYSJ_24030,1,ACXYSJ_24030,83.47,99.60,2.93e-147,408.0,yes,yes,no
RPE_RS01470,ACXYSJ_24035,ACXYSJ_24035,1,ACXYSJ_24035,67.67,97.08,2.44e-56,169.0,yes,yes,no
RPE_RS01475,,,0,ACXYSJ_24020,44.16,74.04,1.38e-12,55.8,no,no,no
RPE_RS01480,,,0,ACXYSJ_24025,46.05,88.37,9.37e-19,70.9,no,no,no
RPE_RS01485,ACXYSJ_24040,ACXYSJ_24040,1,ACXYSJ_24040,87.87,100.23,0.00e+00,781.0,yes,yes,no
RPE_RS01490,ACXYSJ_24045,ACXYSJ_24045,1,ACXYSJ_24045,89.74,99.80,0.00e+00,1875.0,yes,yes,no
RPE_RS01495,ACXYSJ_24075,ACXYSJ_24075,1,ACXYSJ_24075,92.18,99.66,0.00e+00,545.0,yes,yes,no
RPE_RS01500,ACXYSJ_24090,ACXYSJ_24090,1,ACXYSJ_24090,82.71,99.75,0.00e+00,657.0,yes,yes,no
RPE_RS01505,ACXYSJ_24095,ACXYSJ_24095,1,ACXYSJ_24095,93.15,99.38,0.00e+00,593.0,yes,yes,no
RPE_RS01510,ACXYSJ_24100,ACXYSJ_24100,1,ACXYSJ_24100,74.94,98.74,0.00e+00,613.0,yes,yes,no
RPE_RS01515,ACXYSJ_24105,ACXYSJ_24105,1,ACXYSJ_24105,80.23,98.88,7.74e-107,300.0,yes,yes,no
RPE_RS01520,ACXYSJ_24110,ACXYSJ_24110,1,ACXYSJ_24110,71.28,79.66,4.01e-99,284.0,yes,yes,no
RPE_RS01525,ACXYSJ_24115,ACXYSJ_24115,1,ACXYSJ_24115,86.12,99.59,4.13e-143,397.0,yes,yes,no
RPE_RS01530,ACXYSJ_24120,ACXYSJ_24120,1,ACXYSJ_24120,78.36,100.82,0.00e+00,1242.0,yes,yes,no
RPE_RS01535,ACXYSJ_24125,ACXYSJ_24125,1,ACXYSJ_24125,87.08,99.63,1.87e-157,436.0,yes,yes,no
RPE_RS01540,ACXYSJ_24130,ACXYSJ_24130,1,ACXYSJ_24130,77.59,96.67,5.64e-98,278.0,yes,yes,no
RPE_RS01545,ACXYSJ_24135,ACXYSJ_24135,1,ACXYSJ_24135,76.61,99.20,1.15e-61,182.0,yes,yes,no
RPE_RS01550,,,0,,,,,,no,no,no
RPE_RS01555,ACXYSJ_24145,ACXYSJ_24145,1,ACXYSJ_24145,90.72,99.89,0.00e+00,1712.0,yes,yes,no
RPE_RS01560,ACXYSJ_24150,ACXYSJ_24150,1,ACXYSJ_24150,69.35,99.00,1.06e-96,276.0,yes,yes,no
RPE_RS01565,ACXYSJ_24155,ACXYSJ_24155,1,ACXYSJ_24155,83.33,99.55,7.08e-116,327.0,yes,yes,no
RPE_RS01570,ACXYSJ_24160,ACXYSJ_24160,1,ACXYSJ_24160,86.25,97.56,3.42e-152,421.0,yes,yes,no
RPE_RS01575,,,0,ACXYSJ_24165,52.63,95.00,1.24e-09,45.8,no,no,no
RPE_RS01580,ACXYSJ_24170,ACXYSJ_24170,1,ACXYSJ_24170,71.28,97.99,7.18e-96,274.0,yes,yes,no
RPE_RS01585,ACXYSJ_24175,ACXYSJ_24175,1,ACXYSJ_24175,70.59,83.61,1.81e-41,131.0,yes,yes,no
RPE_RS01590,ACXYSJ_24180,ACXYSJ_24180,1,ACXYSJ_24180,76.92,97.01,3.25e-105,298.0,yes,yes,no
RPE_RS01595,ACXYSJ_24185,ACXYSJ_24185,1,ACXYSJ_24185,87.22,98.74,0.00e+00,556.0,yes,yes,no
RPE_RS01600,ACXYSJ_24190,ACXYSJ_24190,1,ACXYSJ_24190,75.08,106.45,1.07e-149,418.0,yes,yes,no
RPE_RS01605,ACXYSJ_24195,ACXYSJ_24195,1,ACXYSJ_24195,77.01,100.00,0.00e+00,635.0,yes,yes,no
RPE_RS01610,ACXYSJ_24200,ACXYSJ_24200,1,ACXYSJ_24200,78.25,98.62,3.74e-165,457.0,yes,yes,no
RPE_RS01615,ACXYSJ_24205,ACXYSJ_24205,1,ACXYSJ_24205,71.11,65.45,9.94e-89,262.0,yes,yes,no
RPE_RS01620,,,0,ACXYSJ_24210,63.20,97.88,8.53e-77,229.0,no,no,no
RPE_RS01625,ACXYSJ_24215,ACXYSJ_24215,1,ACXYSJ_24215,73.46,91.78,0.00e+00,502.0,yes,yes,no
RPE_RS01630,,,0,ACXYSJ_14050,92.11,86.36,8.79e-22,75.5,no,no,no
RPE_RS01635,,,0,ACXYSJ_14010,70.59,77.27,4.54e-22,77.4,no,no,no
RPE_RS01640,ACXYSJ_24220,ACXYSJ_24220,1,ACXYSJ_24220,88.78,101.17,0.00e+00,852.0,yes,yes,no
RPE_RS01645,ACXYSJ_24225,ACXYSJ_24225,1,ACXYSJ_24225,91.26,92.79,1.49e-65,191.0,yes,yes,no
RPE_RS01650,ACXYSJ_24230,ACXYSJ_24230,1,ACXYSJ_24230,75.00,99.44,6.96e-97,275.0,yes,yes,no
RPE_RS01655,ACXYSJ_24235,ACXYSJ_24235,1,ACXYSJ_24235,81.30,99.19,8.68e-137,382.0,yes,yes,no
RPE_RS01660,ACXYSJ_24240,ACXYSJ_24240,1,ACXYSJ_24240,96.95,99.24,4.93e-90,254.0,yes,yes,no
RPE_RS01665,ACXYSJ_24245,ACXYSJ_24245,1,ACXYSJ_24245,94.68,99.79,0.00e+00,913.0,yes,yes,no
RPE_RS01670,,,0,ACXYSJ_20970,38.83,96.99,5.16e-122,373.0,no,no,no
RPE_RS01675,,,0,ACXYSJ_20965,40.40,90.27,1.37e-65,205.0,no,no,no
RPE_RS01680,,,0,,,,,,no,no,no
RPE_RS01685,,,0,,,,,,no,no,no
RPE_RS01690,,,0,ACXYSJ_24265,80.95,37.50,3.82e-22,81.3,no,no,no
RPE_RS01695,ACXYSJ_24270,ACXYSJ_24270,1,ACXYSJ_24270,78.95,89.26,3.76e-78,225.0,yes,yes,no
RPE_RS01700,ACXYSJ_24275,ACXYSJ_24275,1,ACXYSJ_24275,97.51,99.50,7.58e-147,403.0,yes,yes,no
RPE_RS01705,ACXYSJ_24285,ACXYSJ_24285,1,ACXYSJ_24285,81.85,99.66,0.00e+00,501.0,yes,yes,no
RPE_RS01710,ACXYSJ_24290,ACXYSJ_24290,1,ACXYSJ_24290,71.01,95.39,3.98e-113,319.0,yes,yes,no
RPE_RS01715,,,0,ACXYSJ_18640,29.09,79.33,1.86e-13,63.9,no,no,no
RPE_RS01720,ACXYSJ_00840,ACXYSJ_00840,1,ACXYSJ_00840,83.58,97.81,1.22e-153,426.0,yes,yes,no
RPE_RS01725,ACXYSJ_00835,ACXYSJ_00835,1,ACXYSJ_00835,69.31,100.00,9.26e-50,150.0,yes,yes,no
RPE_RS01730,ACXYSJ_00830,ACXYSJ_00830,1,ACXYSJ_00830,80.73,92.37,4.47e-121,341.0,yes,yes,no
RPE_RS01735,ACXYSJ_00825,ACXYSJ_00825,1,ACXYSJ_00825,83.77,98.96,3.28e-111,313.0,yes,yes,no
RPE_RS01740,ACXYSJ_00820,ACXYSJ_00820,1,ACXYSJ_00820,85.43,99.00,1.23e-127,355.0,yes,yes,no
RPE_RS01745,ACXYSJ_00815,ACXYSJ_00815,1,ACXYSJ_00815,87.57,99.21,0.00e+00,637.0,yes,yes,no
RPE_RS01750,ACXYSJ_00810,ACXYSJ_00810,1,ACXYSJ_00810,95.10,99.84,0.00e+00,1226.0,yes,yes,no
RPE_RS01755,,,0,ACXYSJ_00805,64.17,101.26,7.40e-132,375.0,no,no,no
RPE_RS01760,ACXYSJ_00800,ACXYSJ_00800,1,ACXYSJ_00800,84.49,89.90,9.57e-112,315.0,yes,yes,no
RPE_RS01765,ACXYSJ_00795,ACXYSJ_00795,1,ACXYSJ_00795,89.78,99.72,0.00e+00,652.0,yes,yes,no
RPE_RS01770,ACXYSJ_00790,ACXYSJ_00790,1,ACXYSJ_00790,93.67,99.58,4.03e-166,455.0,yes,yes,no
RPE_RS01775,ACXYSJ_00785,ACXYSJ_00785,1,ACXYSJ_00785,87.50,98.11,3.82e-131,364.0,yes,yes,no
RPE_RS01780,ACXYSJ_00780,ACXYSJ_00780,1,ACXYSJ_00780,83.64,99.74,0.00e+00,668.0,yes,yes,no
RPE_RS01785,ACXYSJ_00775,ACXYSJ_00775,1,ACXYSJ_00775,78.80,99.75,0.00e+00,597.0,yes,yes,no
RPE_RS01790,ACXYSJ_00770,ACXYSJ_00770,1,ACXYSJ_00770,71.92,100.32,2.54e-151,424.0,yes,yes,no
RPE_RS01795,ACXYSJ_00765,ACXYSJ_00765,1,ACXYSJ_00765,76.15,99.24,5.86e-70,203.0,yes,yes,no
RPE_RS01800,ACXYSJ_00760,ACXYSJ_00760,1,ACXYSJ_00760,84.67,99.68,0.00e+00,549.0,yes,yes,no
RPE_RS01805,ACXYSJ_00740,ACXYSJ_00740,1,ACXYSJ_00740,88.28,99.81,0.00e+00,882.0,yes,yes,no
RPE_RS01810,,,0,ACXYSJ_00735,55.33,95.54,1.84e-43,138.0,no,no,no
RPE_RS01815,,,0,ACXYSJ_00730,64.21,74.13,0.00e+00,644.0,no,no,no
RPE_RS01820,ACXYSJ_00725,ACXYSJ_00725,1,ACXYSJ_00725,72.50,100.95,2.01e-171,475.0,yes,yes,no
RPE_RS01825,ACXYSJ_00720,ACXYSJ_00720,1,ACXYSJ_00720,86.16,99.69,0.00e+00,573.0,yes,yes,no
RPE_RS01830,ACXYSJ_00715,ACXYSJ_00715,1,ACXYSJ_00715,84.11,99.07,2.01e-62,182.0,yes,yes,no
RPE_RS01835,ACXYSJ_00710,ACXYSJ_00710,1,ACXYSJ_00710,92.94,99.61,1.53e-166,457.0,yes,yes,no
RPE_RS01840,ACXYSJ_00705,ACXYSJ_00705,1,ACXYSJ_00705,88.98,99.59,2.42e-156,431.0,yes,yes,no
RPE_RS01845,ACXYSJ_00700,ACXYSJ_00700,1,ACXYSJ_00700,81.02,99.54,1.18e-134,374.0,yes,yes,no
RPE_RS01850,,,0,ACXYSJ_00695,58.08,100.60,1.58e-44,142.0,no,no,no
RPE_RS01855,ACXYSJ_00690,ACXYSJ_00690,1,ACXYSJ_00690,87.31,99.49,3.74e-120,335.0,yes,yes,no
RPE_RS01860,ACXYSJ_00685,ACXYSJ_00685,1,ACXYSJ_00685,88.95,99.48,5.66e-114,320.0,yes,yes,no
RPE_RS01865,ACXYSJ_00675,ACXYSJ_00675,1,ACXYSJ_00675,92.15,99.77,0.00e+00,805.0,yes,yes,no
RPE_RS01870,,,0,ACXYSJ_00670,64.53,101.00,1.47e-77,228.0,no,no,no
RPE_RS01875,ACXYSJ_00665,ACXYSJ_00665,1,ACXYSJ_00665,71.18,86.42,0.00e+00,630.0,yes,yes,no
RPE_RS01880,ACXYSJ_00660,ACXYSJ_00660,1,ACXYSJ_00660,79.24,100.85,2.39e-137,382.0,yes,yes,no
RPE_RS01885,ACXYSJ_00655,ACXYSJ_00655,1,ACXYSJ_00655,86.54,96.30,2.08e-98,278.0,yes,yes,no
RPE_RS01890,ACXYSJ_00650,ACXYSJ_00650,1,ACXYSJ_00650,83.70,98.70,2.75e-140,389.0,yes,yes,no
RPE_RS01895,ACXYSJ_00645,ACXYSJ_00645,1,ACXYSJ_00645,80.85,94.00,3.12e-110,311.0,yes,yes,no
RPE_RS01900,ACXYSJ_00640,ACXYSJ_00640,1,ACXYSJ_00640,71.78,99.51,4.87e-93,267.0,yes,yes,no
RPE_RS01905,ACXYSJ_00635,ACXYSJ_00635,1,ACXYSJ_00635,88.53,99.64,0.00e+00,509.0,yes,yes,no
RPE_RS01910,ACXYSJ_00630,ACXYSJ_00630,1,ACXYSJ_00630,80.82,100.69,3.42e-86,245.0,yes,yes,no
RPE_RS01915,ACXYSJ_00625,ACXYSJ_00625,1,ACXYSJ_00625,99.29,99.76,0.00e+00,852.0,yes,yes,no
RPE_RS01920,ACXYSJ_00615,ACXYSJ_00615,1,ACXYSJ_00615,67.90,100.88,0.00e+00,557.0,yes,yes,no
RPE_RS01925,ACXYSJ_00610,ACXYSJ_00610,1,ACXYSJ_00610,85.35,99.68,0.00e+00,1019.0,yes,yes,no
RPE_RS01930,ACXYSJ_00600,ACXYSJ_00600,1,ACXYSJ_00600,78.67,90.95,3.76e-121,341.0,yes,yes,no
RPE_RS01935,ACXYSJ_00595,ACXYSJ_00595,1,ACXYSJ_00595,90.14,100.00,0.00e+00,514.0,yes,yes,no
RPE_RS01940,ACXYSJ_00590,ACXYSJ_00590,1,ACXYSJ_00590,85.14,100.68,7.59e-180,494.0,yes,yes,no
RPE_RS01945,ACXYSJ_00580,ACXYSJ_00580,1,ACXYSJ_00580,70.76,99.71,2.23e-168,469.0,yes,yes,no
RPE_RS01950,ACXYSJ_00575,ACXYSJ_00575,1,ACXYSJ_00575,73.12,86.96,3.68e-87,251.0,yes,yes,no
RPE_RS01955,ACXYSJ_00570,ACXYSJ_00570,1,ACXYSJ_00570,84.29,100.22,0.00e+00,1540.0,yes,yes,no
RPE_RS01960,,,0,ACXYSJ_00565,64.53,100.18,0.00e+00,687.0,no,no,no
RPE_RS01965,ACXYSJ_00560,ACXYSJ_00560,1,ACXYSJ_00560,79.44,96.40,4.08e-125,350.0,yes,yes,no
RPE_RS01970,ACXYSJ_24600,ACXYSJ_24600,1,ACXYSJ_24600,75.59,82.76,2.78e-89,256.0,yes,yes,no
RPE_RS01975,ACXYSJ_24595,ACXYSJ_24595,1,ACXYSJ_24595,92.98,100.00,1.05e-156,431.0,yes,yes,no
RPE_RS01980,ACXYSJ_24590,ACXYSJ_24590,1,ACXYSJ_24590,73.47,98.66,3.37e-73,213.0,yes,yes,no
RPE_RS01985,ACXYSJ_24585,ACXYSJ_24585,1,ACXYSJ_24585,82.96,99.63,1.54e-174,479.0,yes,yes,no
RPE_RS01990,ACXYSJ_24580,ACXYSJ_24580,1,ACXYSJ_24580,71.15,97.68,4.84e-130,368.0,yes,yes,no
RPE_RS01995,ACXYSJ_24575,ACXYSJ_24575,1,ACXYSJ_24575,81.40,100.85,0.00e+00,1260.0,yes,yes,no
RPE_RS02000,ACXYSJ_24570,ACXYSJ_24570,1,ACXYSJ_24570,81.07,94.67,0.00e+00,601.0,yes,yes,no
RPE_RS02005,,,0,ACXYSJ_16190,41.77,68.70,4.75e-15,63.2,no,no,no
RPE_RS02010,,,0,ACXYSJ_16185,45.00,60.61,5.61e-11,52.0,no,no,no
RPE_RS02015,ACXYSJ_24555,ACXYSJ_24555,1,ACXYSJ_24555,88.75,99.79,0.00e+00,850.0,yes,yes,no
RPE_RS02020,ACXYSJ_24550,ACXYSJ_24550,1,ACXYSJ_24550,95.54,99.12,1.20e-74,214.0,yes,yes,no
RPE_RS02025,,,0,ACXYSJ_24555,43.04,108.97,3.51e-118,351.0,no,no,no
RPE_RS02030,ACXYSJ_24535,ACXYSJ_24535,1,ACXYSJ_24535,89.29,99.12,1.30e-71,206.0,yes,yes,no
RPE_RS02035,ACXYSJ_24530,ACXYSJ_24530,1,ACXYSJ_24530,88.93,98.97,0.00e+00,546.0,yes,yes,no
RPE_RS02040,ACXYSJ_24525,ACXYSJ_24525,1,ACXYSJ_24525,86.21,99.75,0.00e+00,676.0,yes,yes,no
RPE_RS02045,ACXYSJ_24520,ACXYSJ_24520,1,ACXYSJ_24520,80.95,94.03,3.47e-34,108.0,yes,yes,no
RPE_RS02050,ACXYSJ_24515,ACXYSJ_24515,1,ACXYSJ_24515,83.04,99.56,1.35e-140,389.0,yes,yes,no
RPE_RS02055,ACXYSJ_24510,ACXYSJ_24510,1,ACXYSJ_24510,79.81,100.00,3.61e-180,496.0,yes,yes,no
RPE_RS02065,,,0,ACXYSJ_24490,61.15,100.78,2.13e-110,316.0,no,no,no
RPE_RS02070,,,0,ACXYSJ_24485,63.88,102.73,1.23e-110,317.0,no,no,no
RPE_RS02075,,,0,ACXYSJ_24480,58.08,100.27,9.67e-145,411.0,no,no,no
RPE_RS02080,,,0,,,,,,no,no,no
RPE_RS02085,ACXYSJ_15195,ACXYSJ_15195,1,ACXYSJ_15195,66.40,94.78,0.00e+00,999.0,yes,yes,no
RPE_RS02090,ACXYSJ_07850,ACXYSJ_07850,1,ACXYSJ_07850,78.09,99.53,8.25e-122,341.0,yes,yes,no
RPE_RS02095,,,0,ACXYSJ_20065,63.23,94.80,4.84e-144,407.0,no,no,no
RPE_RS02100,,,0,ACXYSJ_20070,58.56,86.72,2.99e-130,375.0,no,no,no
RPE_RS02105,ACXYSJ_20075,ACXYSJ_20075,1,ACXYSJ_20075,84.47,99.19,0.00e+00,637.0,yes,yes,no
RPE_RS02110,ACXYSJ_20080,ACXYSJ_20080,1,ACXYSJ_20080,65.50,100.88,0.00e+00,605.0,yes,yes,no
RPE_RS02115,,,0,ACXYSJ_02830,58.82,99.03,1.84e-32,106.0,no,no,no
RPE_RS02120,ACXYSJ_24475,ACXYSJ_24475,1,ACXYSJ_24475,85.88,99.77,0.00e+00,767.0,yes,yes,no
RPE_RS02125,ACXYSJ_24470,ACXYSJ_24470,1,ACXYSJ_24470,80.14,98.60,1.74e-84,241.0,yes,yes,no
RPE_RS02130,,,0,ACXYSJ_10165,55.91,96.21,1.82e-50,154.0,no,no,no
RPE_RS02135,ACXYSJ_22040,ACXYSJ_22040,1,ACXYSJ_22040,91.11,99.82,0.00e+00,1003.0,yes,yes,no
RPE_RS02140,ACXYSJ_02000,ACXYSJ_02000,1,ACXYSJ_02000,84.80,99.51,3.17e-131,364.0,yes,yes,no
RPE_RS02145,ACXYSJ_01995,ACXYSJ_01995,1,ACXYSJ_01995,72.73,94.57,1.46e-114,324.0,yes,yes,no
RPE_RS02150,ACXYSJ_01990,ACXYSJ_01990,1,ACXYSJ_01990,75.71,96.33,3.81e-100,287.0,yes,yes,no
RPE_RS02155,ACXYSJ_01985,ACXYSJ_01985,1,ACXYSJ_01985,82.35,102.54,0.00e+00,501.0,yes,yes,no
RPE_RS02160,ACXYSJ_01980,ACXYSJ_01980,1,ACXYSJ_01980,79.60,101.09,0.00e+00,867.0,yes,yes,no
RPE_RS02165,ACXYSJ_01975,ACXYSJ_01975,1,ACXYSJ_01975,80.00,101.52,1.40e-115,324.0,yes,yes,no
RPE_RS02170,ACXYSJ_01970,ACXYSJ_01970,1,ACXYSJ_01970,92.81,99.35,3.04e-101,284.0,yes,yes,no
RPE_RS02175,,,0,ACXYSJ_14335,65.12,83.98,0.00e+00,575.0,no,no,no
RPE_RS02180,ACXYSJ_01965,ACXYSJ_01965,1,ACXYSJ_01965,86.25,90.91,5.09e-48,144.0,yes,yes,no
RPE_RS02185,ACXYSJ_01960,ACXYSJ_01960,1,ACXYSJ_01960,92.91,99.30,1.44e-96,271.0,yes,yes,no
RPE_RS02190,ACXYSJ_01955,ACXYSJ_01955,1,ACXYSJ_01955,78.24,100.28,0.00e+00,569.0,yes,yes,no
RPE_RS02195,ACXYSJ_01950,ACXYSJ_01950,1,ACXYSJ_01950,84.40,99.65,2.93e-177,487.0,yes,yes,no
RPE_RS02200,ACXYSJ_01945,ACXYSJ_01945,1,ACXYSJ_01945,78.16,99.66,9.04e-154,429.0,yes,yes,no
RPE_RS02205,,,0,ACXYSJ_20615,59.02,92.42,5.80e-44,138.0,no,no,no
RPE_RS02210,ACXYSJ_01940,ACXYSJ_01940,1,ACXYSJ_01940,85.17,95.22,0.00e+00,758.0,yes,yes,no
RPE_RS02215,ACXYSJ_01935,ACXYSJ_01935,1,ACXYSJ_01935,82.05,99.75,0.00e+00,681.0,yes,yes,no
RPE_RS02225,ACXYSJ_01925,ACXYSJ_01925,1,ACXYSJ_01925,78.68,99.27,3.18e-51,156.0,yes,yes,no
RPE_RS02230,ACXYSJ_01920,ACXYSJ_01920,1,ACXYSJ_01920,83.60,99.78,0.00e+00,726.0,yes,yes,no
RPE_RS02235,ACXYSJ_01915,ACXYSJ_01915,1,ACXYSJ_01915,66.96,100.00,3.80e-106,302.0,yes,yes,no
RPE_RS02240,ACXYSJ_01910,ACXYSJ_01910,1,ACXYSJ_01910,78.20,99.53,1.94e-110,312.0,yes,yes,no
RPE_RS02245,,,0,,,,,,no,no,no
RPE_RS02250,,,0,,,,,,no,no,no
RPE_RS02255,ACXYSJ_01905,ACXYSJ_01905,1,ACXYSJ_01905,96.81,99.82,0.00e+00,1107.0,yes,yes,no
RPE_RS02260,ACXYSJ_01900,ACXYSJ_01900,1,ACXYSJ_01900,76.47,99.38,5.72e-157,439.0,yes,yes,no
RPE_RS02265,ACXYSJ_01895,ACXYSJ_01895,1,ACXYSJ_01895,90.20,99.03,1.31e-63,185.0,yes,yes,no
RPE_RS02270,,,0,ACXYSJ_01890,63.16,99.25,2.21e-45,141.0,no,no,no
RPE_RS02275,ACXYSJ_01885,ACXYSJ_01885,1,ACXYSJ_01885,68.52,98.63,5.68e-98,281.0,yes,yes,no
RPE_RS02280,ACXYSJ_01880,ACXYSJ_01880,1,ACXYSJ_01880,92.33,99.75,0.00e+00,774.0,yes,yes,no
