Ref_Gene,Candidate_Target_Gene,Candidate_Target_Symbol,Candidate_Target_Product,Identity(%),E_value,Coverage,BBH,BiGG_True_Rxns,BiGG_True_Rxns_Details,Reason,Action
RPE_RS09025,ACXYSJ_16425,,OmpA family protein,61.809,9.62e-79,0.4451901565995526,<=>,5DGLCNt2rpp | 5DGLCNtex | ACACt2pp | ACACtex | ACGLUpp | ACGLUtex | ACMANAtex | ACtex | AKGtex | ARGtex | BUTt2rpp | BUTtex | CA2tex | CITMtex | CITMtpp | COBALT2tex | CU2tex | CYNTtex | DHAtex | DHAtpp | ETHAt2pp | ETHAtex | FE2tex | FE3tex | FORtex | GHBpp | GHBtex | GLCNt2rpp | GLCNtex | GLNtex | GLYCLTt2rpp | GLYCLTtex | HEXt2rpp | HPYRpp | HPYRtex | HXAtex | INOSTt4pp | INSTtex | INSt2pp | Ktex | LEUtex | L_LACt2rpp | L_LACtex | MALDt2_2pp | MALDtex | MALt2_2pp | MALtex | MNtex | MOBDtex | NAtex | NH4tex | NI2tex | NO3tex | PTRCtex | PYRt2rpp | PYRtex | QUIN2tex | QUIN2tpp | SO4tex | SPMDtex | TARTRtex | TARTRtpp | TARTt2_3pp | Zn2tex,"5DGLCNt2rpp [5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)] :: 5dglcn_p_u (5-Dehydro-D-gluconate) + h_p_u (H+) <=> 5dglcn_c_u (5-Dehydro-D-gluconate) + h_c_u (H+) || 5DGLCNtex [5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)] :: 5dglcn_e_u (5-Dehydro-D-gluconate) <=> 5dglcn_p_u (5-Dehydro-D-gluconate) || ACACt2pp [Acetoacetate transport via proton symport (periplasm)] :: acac_p_u (Acetoacetate) + h_p_u (H+) <=> acac_c_u (Acetoacetate) + h_c_u (H+) || ACACtex [Acetoacetate transport via diffusion (extracellular to periplasm)] :: acac_e_u (Acetoacetate) <=> acac_p_u (Acetoacetate) || ACGLUpp [Transport of N-Acetyl-L-Glutamate via diffusion (periplasm to cytosol)] :: acglu_p_u (N-Acetyl-L-glutamate) <=> acglu_c_u (N-Acetyl-L-glutamate) || ACGLUtex [Transport of N-Acetyl-L-Glutamate via diffusion (extracellular to periplasm)] :: acglu_e_u (N-Acetyl-L-glutamate) <=> acglu_p_u (N-Acetyl-L-glutamate) || ACMANAtex [N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)] :: acmana_e_u (N-Acetyl-D-mannosamine) <=> acmana_p_u (N-Acetyl-D-mannosamine) || ACtex [Acetate transport via diffusion (extracellular to periplasm)] :: ac_e_u (Acetate) <=> ac_p_u (Acetate) || AKGtex [Alpha-ketoglutarate transport via diffusion (extracellular to periplasm)] :: akg_e_u (2-Oxoglutarate) <=> akg_p_u (2-Oxoglutarate) || ARGtex [L-arginine transport via diffusion (extracellular to periplasm)] :: arg__L_e_u (L-Arginine) <=> arg__L_p_u (L-Arginine) || BUTt2rpp [Butyrate transport via proton symport, reversible (periplasm)] :: but_p_u (Butyrate (n-C4:0)) + h_p_u (H+) <=> but_c_u (Butyrate (n-C4:0)) + h_c_u (H+) || BUTtex [Butyrate transport via diffusion (extracellular to periplasm)] :: but_e_u (Butyrate (n-C4:0)) <=> but_p_u (Butyrate (n-C4:0)) || CA2tex [Calcium (Ca+2) transport via diffusion (extracellular to periplasm)] :: ca2_e_u (Calcium) <=> ca2_p_u (Calcium) || CITMtex [Citramalate transport via diffusion (extracellular to periplasm)] :: citm_e_u (Citramalate) <=> citm_p_u (Citramalate) || CITMtpp [Citramalate transport via diffusion (periplasm)] :: citm_p_u (Citramalate) <=> citm_c_u (Citramalate) || COBALT2tex [Cobalt (Co+2) transport via diffusion (extracellular to periplasm)] :: cobalt2_e_u (Co2+) <=> cobalt2_p_u (Co2+) || CU2tex [Copper (Cu+2) transport via diffusion (extracellular to periplasm)] :: cu2_e_u (Copper) <=> cu2_p_u (Copper) || CYNTtex [Cyanate transport via diffusion (extracellular to periplasm)] :: cynt_e_u (Cyanate) <=> cynt_p_u (Cyanate) || DHAtex [Dihydroxyacetone transport via diffusion (extracellular to periplasm)] :: dha_e_u (Dihydroxyacetone) <=> dha_p_u (Dihydroxyacetone) || DHAtpp [Dihydroxyacetone transport via facilitated diffusion (periplasm)] :: dha_p_u (Dihydroxyacetone) <=> dha_c_u (Dihydroxyacetone) || ETHAt2pp [Ethanolamine transport in via proton symport] :: etha_p_u (Ethanolamine) + h_p_u (H+) --> etha_c_u (Ethanolamine) + h_c_u (H+) || ETHAtex [Ethanolamine transport via diffusion (extracellular)] :: etha_e_u (Ethanolamine) <=> etha_p_u (Ethanolamine) || FE2tex [Iron (II) transport via diffusion (extracellular to periplasm)] :: fe2_e_u (Fe2+ mitochondria) <=> fe2_p_u (Fe2+ mitochondria) || FE3tex [Iron (III) transport via diffusion (extracellular to periplasm)] :: fe3_e_u (Fe3+) <=> fe3_p_u (Fe3+) || FORtex [Formate transport via diffusion (extracellular to periplasm)] :: for_e_u (Formate) <=> for_p_u (Formate) || GHBpp [Gamma-hydroxybutyrate transport via facilitated diffusion (periplasm)] :: ghb_p_u (Gamma-hydroxybutyrate) <=> ghb_c_u (Gamma-hydroxybutyrate) || GHBtex [Gamma-hydroxybutyrate via diffusion (extracellular to periplasm)] :: ghb_e_u (Gamma-hydroxybutyrate) <=> ghb_p_u (Gamma-hydroxybutyrate) || GLCNt2rpp [D-gluconate transport via proton symport, reversible (periplasm)] :: glcn_p_u (D-Gluconate) + h_p_u (H+) <=> glcn_c_u (D-Gluconate) + h_c_u (H+) || GLCNtex [D-gluconate transport via diffusion (extracellular to periplasm)] :: glcn_e_u (D-Gluconate) <=> glcn_p_u (D-Gluconate) || GLNtex [L-glutamine transport via diffusion (extracellular to periplasm)] :: gln__L_e_u (L-Glutamine) <=> gln__L_p_u (L-Glutamine) || GLYCLTt2rpp [Glycolate transport via proton symport, reversible (periplasm)] :: glyclt_p_u (Glycolate C2H3O3) + h_p_u (H+) <=> glyclt_c_u (Glycolate C2H3O3) + h_c_u (H+) || GLYCLTtex [Glycolate transport via diffusion (extracellular to periplasm)] :: glyclt_e_u (Glycolate C2H3O3) <=> glyclt_p_u (Glycolate C2H3O3) || HEXt2rpp [Hexanoate transport via proton symport, reversible (periplasm)] :: h_p_u (H+) + hxa_p_u (Hexanoate (n-C6:0)) <=> h_c_u (H+) + hxa_c_u (Hexanoate (n-C6:0)) || HPYRpp [Hydroxypyruvate transport via diffusion (periplasm)] :: hpyr_p_u (Hydroxypyruvate) <=> hpyr_c_u (Hydroxypyruvate) || HPYRtex [Hydroxypyruvate transport via diffusion (extracellular to periplasm)] :: hpyr_e_u (Hydroxypyruvate) <=> hpyr_p_u (Hydroxypyruvate) || HXAtex [Hexanoate transport via diffusion (extracellular to periplasm)] :: hxa_e_u (Hexanoate (n-C6:0)) <=> hxa_p_u (Hexanoate (n-C6:0)) || INOSTt4pp [Na+/myo-inositol symporter (periplasm)] :: inost_p_u (Myo-Inositol) + na1_p_u (Sodium) --> inost_c_u (Myo-Inositol) + na1_c_u (Sodium) || INSTtex [Inositol transport via diffusion (extracellular to periplasm)] :: inost_e_u (Myo-Inositol) <=> inost_p_u (Myo-Inositol) || INSt2pp [Inosine transport in via proton symport (periplasm)] :: h_p_u (H+) + ins_p_u (Inosine) --> h_c_u (H+) + ins_c_u (Inosine) || Ktex [Potassium transport via diffusion (extracellular to periplasm)] :: k_e_u (Potassium) <=> k_p_u (Potassium) || LEUtex [L-leucine transport via diffusion (extracellular to periplasm)] :: leu__L_e_u (L-Leucine) <=> leu__L_p_u (L-Leucine) || L_LACt2rpp [L-lactate reversible transport via proton symport (periplasm)] :: h_p_u (H+) + lac__L_p_u (L-Lactate) <=> h_c_u (H+) + lac__L_c_u (L-Lactate) || L_LACtex [L-lactate transport via diffusion (extracellular to periplasm)] :: lac__L_e_u (L-Lactate) <=> lac__L_p_u (L-Lactate) || MALDt2_2pp [D-Malate transport via proton symport (2 H) (periplasm)] :: 2 h_p_u (H+) + mal__D_p_u (D-Malate) --> 2 h_c_u (H+) + mal__D_c_u (D-Malate) || MALDtex [D-Malate transport via diffusion (extracellular to periplasm)] :: mal__D_e_u (D-Malate) <=> mal__D_p_u (D-Malate) || MALt2_2pp [Malate transport via proton symport (2 H) (periplasm)] :: 2 h_p_u (H+) + mal__L_p_u (L-Malate) --> 2 h_c_u (H+) + mal__L_c_u (L-Malate) || MALtex [Malate transport via diffusion (extracellular to periplasm)] :: mal__L_e_u (L-Malate) <=> mal__L_p_u (L-Malate) || MNtex [Manganese (Mn+2) transport via diffusion (extracellular to periplasm)] :: mn2_e_u (Manganese) <=> mn2_p_u (Manganese) || MOBDtex [Molybdate transport via diffusion (extracellular to periplasm)] :: mobd_e_u (Molybdate) <=> mobd_p_u (Molybdate) || NAtex [Sodium transport via diffusion (extracellular to periplasm)] :: na1_e_u (Sodium) <=> na1_p_u (Sodium) || NH4tex [Ammonia transport via diffusion (extracellular to periplasm)] :: nh4_e_u (Ammonium) <=> nh4_p_u (Ammonium) || NI2tex [Nickel transport via diffusion (extracellular to periplasm)] :: ni2_e_u (Nickel) <=> ni2_p_u (Nickel) || NO3tex [Nitrate transport via diffusion (extracellular to periplasm)] :: no3_e_u (Nitrate) <=> no3_p_u (Nitrate) || PTRCtex [Putrescine transport via diffusion (extracellular to periplasm)] :: ptrc_e_u (Putrescine) <=> ptrc_p_u (Putrescine) || PYRt2rpp [Pyruvate reversible transport via proton symport (periplasm)] :: h_p_u (H+) + pyr_p_u (Pyruvate) <=> h_c_u (H+) + pyr_c_u (Pyruvate) || PYRtex [Pyruvate transport via diffusion (extracellular to periplasm)] :: pyr_e_u (Pyruvate) <=> pyr_p_u (Pyruvate) || QUIN2tex [Quinate transport via diffusion (extracellular to periplasm)] :: quin_e_u (Quinate) <=> quin_p_u (Quinate) || QUIN2tpp [Quinate transport (periplasm)] :: quin_p_u (Quinate) <=> quin_c_u (Quinate) || SO4tex [Sulfate transport via diffusion (extracellular to periplasm)] :: so4_e_u (Sulfate) <=> so4_p_u (Sulfate) || SPMDtex [Spermidine transport via diffusion (extracellular to periplasm)] :: spmd_e_u (Spermidine) <=> spmd_p_u (Spermidine) || TARTRtex [Tartrate transport via diffusion (extracellular to periplasm)] :: tartr__L_e_u (L-tartrate) <=> tartr__L_p_u (L-tartrate) || TARTRtpp [Tartrate facilitated transport periplasm] :: tartr__L_p_u (L-tartrate) <=> tartr__L_c_u (L-tartrate) || TARTt2_3pp [D-tartrate transport via proton symport (3 H) (periplasm)] :: 3 h_p_u (H+) + tartr__D_p_u (D-tartrate) --> 3 h_c_u (H+) + tartr__D_c_u (D-tartrate) || Zn2tex [Zinc (Zn+2) transport via diffusion (extracellular to periplasm)] :: zn2_e_u (Zinc) <=> zn2_p_u (Zinc)",target_gene_not_in_model,
RPE_RS15620,ACXYSJ_05945,phnE,"phosphonate ABC transporter, permease protein PhnE",61.71,1.71e-100,0.9307958477508652,<=>,MEPNabcpp,MEPNabcpp [Methylpshophonic acid abc transporter] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + mepn_p_u (Methylphosphonic acid) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + mepn_c_u (Methylphosphonic acid) + pi_c_u (Phosphate),target_gene_not_in_model,
RPE_RS23290,ACXYSJ_11860,,efflux RND transporter periplasmic adaptor subunit,61.644,0.0,0.9279661016949152,<=>,AGt3 | CUt3,AGt3 [Silver transport out via proton antiport] :: ag_c_u (Silver) + h_e_u (H+) --> ag_e_u (Silver) + h_c_u (H+) || CUt3 [Copper transport out via proton antiport] :: cu_c_u (Cu+) + h_e_u (H+) --> cu_e_u (Cu+) + h_c_u (H+),target_gene_not_in_model,
RPE_RS19720,ACXYSJ_19270,,GGDEF domain-containing protein,61.299,7.67e-158,0.9600997506234414,<=>,CDGUNPD,"CDGUNPD [3,5-cyclic-nucleotide phosphodiesterase] :: cdigmp_c_u (Cyclic diguanosine monophosphate) + h2o_c_u (H2O H2O) --> 5pg35pg_c_u (5-Phosphoguanylyl(3->5)guanosine) + h_c_u (H+)",target_gene_not_in_model,
RPE_RS07395,ACXYSJ_17655,,MFS transporter,60.891,1.79e-163,1.017632241813602,<=>,PPPNt2rpp,"PPPNt2rpp [3-phenylpropionate transport via proton symport, reversible (periplasm)] :: h_p_u (H+) + pppn_p_u (Phenylpropanoate) <=> h_c_u (H+) + pppn_c_u (Phenylpropanoate)",target_gene_not_in_model,
RPE_RS03440,ACXYSJ_22455,,sensor domain-containing diguanylate cyclase,60.78,0.0,0.9383429672447012,<=>,CDGUNPD,"CDGUNPD [3,5-cyclic-nucleotide phosphodiesterase] :: cdigmp_c_u (Cyclic diguanosine monophosphate) + h2o_c_u (H2O H2O) --> 5pg35pg_c_u (5-Phosphoguanylyl(3->5)guanosine) + h_c_u (H+)",target_gene_not_in_model,
RPE_RS05045,ACXYSJ_18265,,ABC transporter ATP-binding protein,60.256,5.42e-94,0.9957446808510638,<=>,ACOLIPAabctex | ARBabcpp | CLIPAabctex | COLIPAPabctex | COLIPAabctex | ECA4COLIPAabctex | LIPAabcpp,ACOLIPAabctex [Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)] :: acolipa_p_u (4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> acolipa_e_u (4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A) + adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + pi_c_u (Phosphate) || ARBabcpp [L-arabinose transport via ABC system (periplasm)] :: arab__L_p_u (L-Arabinose) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + arab__L_c_u (L-Arabinose) + h_c_u (H+) + pi_c_u (Phosphate) || CLIPAabctex [Cold lipid A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + lipa_cold_p_u (Cold adapted KDO(2)-lipid (A)) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + lipa_cold_e_u (Cold adapted KDO(2)-lipid (A)) + pi_c_u (Phosphate) || COLIPAPabctex [Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + colipap_p_u (Core oligosaccharide lipid A diphosphate) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + colipap_e_u (Core oligosaccharide lipid A diphosphate) + h_c_u (H+) + pi_c_u (Phosphate) || COLIPAabctex [Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + colipa_p_u (Core oligosaccharide lipid A) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + colipa_e_u (Core oligosaccharide lipid A) + h_c_u (H+) + pi_c_u (Phosphate) || ECA4COLIPAabctex [Enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + eca4colipa_p_u ((enterobacterial common antigen)x4 core oligosaccharide lipid A) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + eca4colipa_e_u ((enterobacterial common antigen)x4 core oligosaccharide lipid A) + h_c_u (H+) + pi_c_u (Phosphate) || LIPAabcpp [Lipid A transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + lipa_c_u (KDO(2)-lipid (A)) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + lipa_p_u (KDO(2)-lipid (A)) + pi_c_u (Phosphate),target_gene_not_in_model,
RPE_RS05000,ACXYSJ_16645,paaZ,phenylacetic acid degradation bifunctional protein PaaZ,59.762,0.0,0.992603550295858,<=>,DHPACCOAHIT,"DHPACCOAHIT [DHPACCOAHIT] :: 2dhphaccoa_c_u (1,2-Dihydroxy-1,2-dihydrophenylacetyl-CoA) + coa_c_u (Coenzyme A) + 2 h2o_c_u (H2O H2O) --> 3hadpcoa_c_u ((3S)-3-Hydroxyadipyl-CoA) + accoa_c_u (Acetyl-CoA) + h2_c_u (Hydrogen) + h_c_u (H+)",target_gene_not_in_model,
RPE_RS18150,ACXYSJ_01135,cysK,cysteine synthase A,59.744,8.42e-101,0.9601226993865032,->,CYSS | CYSS_2,CYSS [Cysteine synthase] :: acser_c_u (O-Acetyl-L-serine) + h2s_c_u (Hydrogen sulfide) --> ac_c_u (Acetate) + cys__L_c_u (L-Cysteine) + h_c_u (H+) || CYSS_2 [Cysteine synthase] :: acser_c_u (O-Acetyl-L-serine) + h2s_c_u (Hydrogen sulfide) --> ac_c_u (Acetate) + cys__L_c_u (L-Cysteine),target_gene_not_in_model,
RPE_RS05030,ACXYSJ_18280,,branched-chain amino acid ABC transporter permease,58.966,8.05e-101,0.9965635738831616,<=>,4HPROLTpp | 4HPROLTtex | ALAt2pp | ALAtex | ASNt2rpp | ASNtex | DALAabcpp | ILEtex | LYStex | PROtex | SERt2rpp | VALt2rpp | VALtex,4HPROLTpp [Trans 4 Hydroxy D proline transport via diffusion (periplasm to cytosol)] :: 4hpro_LT_p_u (Trans 4 Hydroxy L proline C5H9NO3) <=> 4hpro_LT_c_u (Trans 4 Hydroxy L proline C5H9NO3) || 4HPROLTtex [Trans 4 hydroxy L proline transport extracellular] :: 4hpro_LT_e_u (Trans 4 Hydroxy L proline C5H9NO3) <=> 4hpro_LT_p_u (Trans 4 Hydroxy L proline C5H9NO3) || ALAt2pp [L-alanine transport in via proton symport (periplasm)] :: ala__L_p_u (L-Alanine) + h_p_u (H+) --> ala__L_c_u (L-Alanine) + h_c_u (H+) || ALAtex [L-alanine transport via diffusion (extracellular to periplasm)] :: ala__L_e_u (L-Alanine) <=> ala__L_p_u (L-Alanine) || ASNt2rpp [L-asparagine reversible transport via proton symport (periplasm)] :: asn__L_p_u (L-Asparagine) + h_p_u (H+) <=> asn__L_c_u (L-Asparagine) + h_c_u (H+) || ASNtex [L-asparagine transport via diffusion (extracellular to periplasm)] :: asn__L_e_u (L-Asparagine) <=> asn__L_p_u (L-Asparagine) || DALAabcpp [D-alanine transport via ABC peptide transporter] :: ala__D_p_u (D-Alanine) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + ala__D_c_u (D-Alanine) + h_c_u (H+) + pi_c_u (Phosphate) || ILEtex [L-isoleucine transport via diffusion (extracellular to periplasm)] :: ile__L_e_u (L-Isoleucine) <=> ile__L_p_u (L-Isoleucine) || LYStex [L-lysine transport via diffusion (extracellular to periplasm)] :: lys__L_e_u (L-Lysine) <=> lys__L_p_u (L-Lysine) || PROtex [L-proline transport via diffusion (extracellular to periplasm)] :: pro__L_e_u (L-Proline) <=> pro__L_p_u (L-Proline) || SERt2rpp [L-serine reversible transport via proton symport (periplasm)] :: h_p_u (H+) + ser__L_p_u (L-Serine) <=> h_c_u (H+) + ser__L_c_u (L-Serine) || VALt2rpp [L-valine reversible transport via proton symport (periplasm)] :: h_p_u (H+) + val__L_p_u (L-Valine) <=> h_c_u (H+) + val__L_c_u (L-Valine) || VALtex [L-valine transport via diffusion (extracellular to periplasm)] :: val__L_e_u (L-Valine) <=> val__L_p_u (L-Valine),target_gene_not_in_model,
RPE_RS24690,ACXYSJ_22960,,bifunctional diguanylate cyclase/phosphodiesterase,58.791,0.0,0.5877287405812702,<=>,CDGUNPD,"CDGUNPD [3,5-cyclic-nucleotide phosphodiesterase] :: cdigmp_c_u (Cyclic diguanosine monophosphate) + h2o_c_u (H2O H2O) --> 5pg35pg_c_u (5-Phosphoguanylyl(3->5)guanosine) + h_c_u (H+)",target_gene_not_in_model,
RPE_RS15775,ACXYSJ_05185,,TonB family protein,58.511,1.3e-79,1.0888030888030888,->,CBItonex | CBL1tonex | CPGNtonex | FE3DCITtonex | FE3DHBZStonex | FE3HOXabcpp | FE3HOXtonex | FECRMtonex | FEENTERtonex | FEOXAMtonex,"CBItonex [Cobinamide transport via ton system (extermal)] :: cbi_e_u (Cobinamide) + h_p_u (H+) --> cbi_p_u (Cobinamide) + h_c_u (H+) || CBL1tonex [Cob(1)alamin transport via ton system (extermal)] :: cbl1_e_u (Cob(I)alamin) + h_p_u (H+) --> cbl1_p_u (Cob(I)alamin) + h_c_u (H+) || CPGNtonex [Coprogen transport via ton system (extracellular)] :: cpgn_e_u (Coprogen) + h_p_u (H+) --> cpgn_p_u (Coprogen) + h_c_u (H+) || FE3DCITtonex [Ferric-dicitrate transport via ton system (extracellular)] :: fe3dcit_e_u (Fe(III)dicitrate) + h_p_u (H+) --> fe3dcit_p_u (Fe(III)dicitrate) + h_c_u (H+) || FE3DHBZStonex [Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)] :: fe3dhbzs_e_u (Ferric 2,3-dihydroxybenzoylserine) + h_p_u (H+) --> fe3dhbzs_p_u (Ferric 2,3-dihydroxybenzoylserine) + h_c_u (H+) || FE3HOXabcpp [Ferric-dicitrate transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + fe3hox_p_u (Fe(III)hydroxamate) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + fe3hox_c_u (Fe(III)hydroxamate) + h_c_u (H+) + pi_c_u (Phosphate) || FE3HOXtonex [Fe(III)hydroxamine transport via ton system (extracellular)] :: fe3hox_e_u (Fe(III)hydroxamate) + h_p_u (H+) --> fe3hox_p_u (Fe(III)hydroxamate) + h_c_u (H+) || FECRMtonex [Ferrichrome transport via ton system (extracellular)] :: fecrm_e_u (Ferrichrome) + h_p_u (H+) --> fecrm_p_u (Ferrichrome) + h_c_u (H+) || FEENTERtonex [Fe-enterobactin transport via ton system (extracellular)] :: feenter_e_u (Fe-enterobactin) + h_p_u (H+) --> feenter_p_u (Fe-enterobactin) + h_c_u (H+) || FEOXAMtonex [Ferroxamine transport via ton system (extracellular)] :: feoxam_e_u (Generic ferrioxamine-Fe-III) + h_p_u (H+) --> feoxam_p_u (Generic ferrioxamine-Fe-III) + h_c_u (H+)",target_gene_not_in_model,
