query_locus_tag,query_gene,query_product,subject_locus_tag,subject_gene,subject_product,pident,qcov,scov,evalue,bitscore,reciprocal_best_hit,pass_threshold,used_for_conversion
PGIDNB_00900,lepA,translation elongation factor 4,ACXYSJ_00895,lepA,translation elongation factor 4,100,100,100,0.00E+00,1228,yes,yes,yes
PGIDNB_00905,,PMT-2 domain-containing protein,ACXYSJ_00900,,glycosyltransferase family 39 protein,100,100,100,0.00E+00,1013,yes,yes,yes
PGIDNB_00910,,"Phosphotransferase system, HPr",ACXYSJ_00905,,HPr family phosphocarrier protein,100,100,100,1.68E-77,221,yes,yes,yes
PGIDNB_00915,manX,PTS fructose transporter subunit IIA,ACXYSJ_00910,,PTS sugar transporter subunit IIA,100,100,100,7.30E-95,266,yes,yes,yes
PGIDNB_00920,,Hpr(Ser) kinase/phosphatase,ACXYSJ_00915,,HPr kinase/phosphorylase,100,100,100,1.26E-104,293,yes,yes,yes
PGIDNB_00925,baeS,Signal transduction histidine kinase,ACXYSJ_00920,,stimulus-sensing domain-containing protein,99.82,94.3,100,0.00E+00,1117,yes,yes,yes
PGIDNB_00930,ompR,DNA-binding response regulator,ACXYSJ_00925,,response regulator transcription factor,100,100,100,6.72E-172,469,yes,yes,yes
PGIDNB_00935,,DUF2470 domain-containing protein,ACXYSJ_00930,,HugZ family pyridoxamine 5'-phosphate oxidase,100,100,100,2.50E-175,479,yes,yes,yes
PGIDNB_00940,pckA,phosphoenolpyruvate carboxykinase,ACXYSJ_00935,,phosphoenolpyruvate carboxykinase,100,100,100,0.00E+00,1112,yes,yes,yes
PGIDNB_00945,,putative membrane transporter protein,ACXYSJ_00940,,sulfite exporter TauE/SafE family protein,100,100,100,0.00E+00,509,yes,yes,yes
PGIDNB_00950,,"Transcriptional regulator, ArsR family",ACXYSJ_00945,,ArsR/SmtB family transcription factor,100,100,100,3.09E-79,225,yes,yes,yes
PGIDNB_00955,,MBL fold metallo-hydrolase,ACXYSJ_00950,,MBL fold metallo-hydrolase,100,100,100,0.00E+00,610,yes,yes,yes
PGIDNB_00960,,hypothetical protein,ACXYSJ_00955,,hypothetical protein,100,100,100,8.96E-86,242,yes,yes,yes
PGIDNB_00965,rpoH,RNA polymerase sigma factor RpoH,ACXYSJ_00960,rpoH,RNA polymerase sigma factor RpoH,100,100,100,0.00E+00,612,yes,yes,yes
PGIDNB_00970,,Pseudouridine synthase,ACXYSJ_00965,,RluA family pseudouridine synthase,99.69,93.95,100,0.00E+00,649,yes,yes,yes
PGIDNB_00975,,hypothetical protein,ACXYSJ_00970,,hypothetical protein,100,100,100,5.11E-76,217,yes,yes,yes
PGIDNB_00985,,"Regulatory protein, TetR",ACXYSJ_00980,,TetR/AcrR family transcriptional regulator,100,100,100,3.47E-164,449,yes,yes,yes
PGIDNB_00990,,Extracellular ligand-binding receptor,ACXYSJ_00985,,ABC transporter substrate-binding protein,100,100,100,0.00E+00,837,yes,yes,yes
PGIDNB_00995,,acyl-CoA dehydrogenase,ACXYSJ_00990,,isovaleryl-CoA dehydrogenase,100,100,100,0.00E+00,806,yes,yes,yes
PGIDNB_01000,,Short-chain dehydrogenase/reductase SDR,ACXYSJ_00995,,SDR family NAD(P)-dependent oxidoreductase,99.59,92.02,100,5.47E-176,481,yes,yes,yes
PGIDNB_01005,,Enoyl-CoA hydratase,ACXYSJ_01000,,enoyl-CoA hydratase-related protein,100,100,100,0.00E+00,538,yes,yes,yes
PGIDNB_01010,,AMP-dependent synthetase and ligase,ACXYSJ_01005,,AMP-binding protein,100,98.17,100,0.00E+00,1099,yes,yes,yes
PGIDNB_01015,,Short-chain dehydrogenase/reductase SDR,ACXYSJ_01010,,SDR family NAD(P)-dependent oxidoreductase,100,100,100,1.06E-179,490,yes,yes,yes
PGIDNB_01020,mmdA,methylcrotonoyl-CoA carboxylase,ACXYSJ_01015,,carboxyl transferase domain-containing protein,100,100,100,0.00E+00,1097,yes,yes,yes
PGIDNB_01025,,"3-methylcrotonoyl-CoA carboxylase, alpha subunit",ACXYSJ_01020,,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,100,100,100,0.00E+00,1371,yes,yes,yes
PGIDNB_01030,,ChaB,ACXYSJ_01025,,ChaB family protein,100,100,100,1.97E-54,160,yes,yes,yes
PGIDNB_01035,,UspA,ACXYSJ_01030,,universal stress protein,100,100,100,0.00E+00,558,yes,yes,yes
PGIDNB_01040,,Phosphofructokinase,ACXYSJ_01035,,1-phosphofructokinase family hexose kinase,100,100,100,0.00E+00,617,yes,yes,yes
PGIDNB_01070,,Putative transposase,ACXYSJ_18795,,IS3 family transposase,43.33,92.31,16.35,1.09E-10,52,no,no,no
PGIDNB_01075,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_01080,,Glycosyltransferase involved in cell wall bisynthesis,ACXYSJ_01070,,glycosyltransferase family 4 protein,100,100,100,0.00E+00,873,yes,yes,yes
PGIDNB_01085,,Glutamine amidotransferase domain-containing protein,ACXYSJ_01075,,hypothetical protein,100,100,100,0.00E+00,1271,yes,yes,yes
PGIDNB_01090,,hypothetical protein,ACXYSJ_01080,,hypothetical protein,100,100,100,0.00E+00,885,yes,yes,yes
PGIDNB_01095,,hypothetical protein,ACXYSJ_01085,,hypothetical protein,100,100,100,2.25E-40,123,yes,yes,yes
PGIDNB_01100,,Integrase core domain-containing protein,ACXYSJ_01090,,integrase core domain-containing protein,100,100,100,2.31E-83,236,yes,yes,yes
PGIDNB_01105,,D-glucuronyl C5-epimerase C-terminus,ACXYSJ_01095,,D-glucuronyl C5-epimerase family protein,99.81,100,86.31,0.00E+00,1078,yes,yes,yes
PGIDNB_01110,,Polysaccharide biosynthesis protein,ACXYSJ_01100,,polysaccharide biosynthesis protein,100,100,100,3.54E-53,157,yes,yes,yes
PGIDNB_01115,,UDP-glucose 4-epimerase,ACXYSJ_01105,,NAD-dependent epimerase/dehydratase family protein,100,91.84,100,0.00E+00,618,yes,yes,yes
PGIDNB_01120,,O-antigen biosynthesis protein WbqP,ACXYSJ_01110,,sugar transferase,100,100,100,4.36E-135,372,yes,yes,yes
PGIDNB_01125,,formate dehydrogenase,ACXYSJ_01120,,FdhF/YdeP family oxidoreductase,100,100,100,0.00E+00,1606,yes,yes,yes
PGIDNB_01130,glgC,glucose-1-phosphate adenylyltransferase,ACXYSJ_01125,glgC,glucose-1-phosphate adenylyltransferase,100,100,100,0.00E+00,867,yes,yes,yes
PGIDNB_01135,glgA,glycogen synthase GlgA,ACXYSJ_01130,glgA,glycogen synthase GlgA,100,100,100,0.00E+00,965,yes,yes,yes
PGIDNB_01140,cysK,cysteine synthase A,ACXYSJ_01135,cysK,cysteine synthase A,100,100,100,0.00E+00,658,yes,yes,yes
PGIDNB_01145,mcrA,HNH endonuclease,ACXYSJ_01140,,HNH endonuclease,100,100,100,1.98E-141,388,yes,yes,yes
PGIDNB_01150,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_01155,,Sigma-70 region 2,ACXYSJ_01145,,sigma-70 family RNA polymerase sigma factor,100,100,100,4.36E-145,398,yes,yes,yes
PGIDNB_01160,,"Anti-sigma factor ChrR, putative",ACXYSJ_01150,,ChrR family anti-sigma-E factor,100,100,100,2.78E-159,436,yes,yes,yes
PGIDNB_01165,,putative PurR-regulated permease PerM,ACXYSJ_01155,,AI-2E family transporter,100,100,100,0.00E+00,703,yes,yes,yes
PGIDNB_01170,,methyl-accepting chemotaxis protein,ACXYSJ_01160,,methyl-accepting chemotaxis protein,100,100,100,0.00E+00,1119,yes,yes,yes
PGIDNB_01175,,Chemotaxis sensory transducer,ACXYSJ_01165,,methyl-accepting chemotaxis protein,100,100,100,0.00E+00,1113,yes,yes,yes
PGIDNB_01180,,Phospholipase/Carboxylesterase,ACXYSJ_01170,,carboxylesterase family protein,100,100,100,0.00E+00,712,yes,yes,yes
PGIDNB_01185,,hypothetical protein,ACXYSJ_01175,,hypothetical protein,100,100,100,4.54E-104,291,yes,yes,yes
PGIDNB_01190,,LrgB-like protein,ACXYSJ_01180,,LrgB family protein,100,100,100,4.80E-170,465,yes,yes,yes
PGIDNB_01195,,"Putative effector of murein hydrolase LrgA, UPF0299 family",ACXYSJ_01185,,CidA/LrgA family protein,100,100,100,7.95E-83,235,yes,yes,yes
PGIDNB_01200,,hypothetical protein,ACXYSJ_01190,,hypothetical protein,100,100,100,5.40E-120,333,yes,yes,yes
PGIDNB_01205,,Transition state regulatory protein AbrB,ACXYSJ_01195,,AbrB family transcriptional regulator,100,100,100,0.00E+00,691,yes,yes,yes
PGIDNB_01210,,PRC-barrel,ACXYSJ_01200,,PRC-barrel domain-containing protein,100,100,100,0.00E+00,498,yes,yes,yes
PGIDNB_01215,,Response regulator receiver,ACXYSJ_01205,,response regulator,100,100,100,2.15E-106,296,yes,yes,yes
PGIDNB_01220,,histidine kinase,ACXYSJ_01210,,sensor histidine kinase,100,95.92,100,0.00E+00,805,yes,yes,yes
PGIDNB_01225,,Disulfide bond formation protein DsbB,ACXYSJ_01215,,disulfide bond formation protein B,100,100,100,3.63E-128,354,yes,yes,yes
PGIDNB_01235,,hypothetical protein,ACXYSJ_01225,,hypothetical protein,100,100,100,0.00E+00,522,yes,yes,yes
PGIDNB_01240,,DUF772 domain-containing protein,ACXYSJ_10120,,IS5 family transposase,100,90.81,45.53,1.15E-118,338,no,no,no
PGIDNB_01245,,"Transcriptional regulator, MarR family",ACXYSJ_01235,,MarR family winged helix-turn-helix transcriptional regulator,99.31,85.8,100,4.47E-103,289,yes,yes,yes
PGIDNB_01250,,porin,ACXYSJ_01240,,porin,100,100,100,0.00E+00,981,yes,yes,yes
PGIDNB_01255,aCH1,propionyl-CoA--succinate CoA transferase,ACXYSJ_01250,,acetyl-CoA hydrolase/transferase family protein,100,100,100,0.00E+00,1072,yes,yes,yes
PGIDNB_01260,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_01265,,IS5 family transposase,ACXYSJ_01260,,IS5 family transposase,100,100,100,0.00E+00,650,yes,yes,yes
PGIDNB_01270,mutS,DNA mismatch repair protein MutS,,,,,,,,,no,no,no
PGIDNB_01275,pcaF,3-oxoadipyl-CoA thiolase,ACXYSJ_01270,pcaF,3-oxoadipyl-CoA thiolase,100,100,100,0.00E+00,801,yes,yes,yes
PGIDNB_01280,,transcriptional repressor,ACXYSJ_01275,,Fur family transcriptional regulator,100,100,100,1.54E-119,331,yes,yes,yes
PGIDNB_01285,,EamA-like transporter family,ACXYSJ_01280,,DMT family transporter,100,100,100,0.00E+00,590,yes,yes,yes
PGIDNB_01290,ispG,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,ACXYSJ_01285,ispG,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,100,100,100,0.00E+00,880,yes,yes,yes
PGIDNB_01295,,Ferric reductase-like transmembrane component-like,ACXYSJ_01290,,ferredoxin reductase family protein,100,100,100,0.00E+00,887,yes,yes,yes
PGIDNB_01300,,Na+/H+ antiporter,ACXYSJ_01295,,Na+/H+ antiporter,100,100,100,0.00E+00,1073,yes,yes,yes
PGIDNB_01305,,Uncharacterized membrane protein,ACXYSJ_01300,,DUF1345 domain-containing protein,100,100,100,2.69E-166,455,yes,yes,yes
PGIDNB_01310,ispA,geranylgeranyl pyrophosphate synthase,ACXYSJ_01305,,polyprenyl synthetase family protein,100,100,100,0.00E+00,600,yes,yes,yes
PGIDNB_01315,mtgA,monofunctional biosynthetic peptidoglycan transglycosylase,ACXYSJ_01310,mtgA,monofunctional biosynthetic peptidoglycan transglycosylase,100,100,100,2.65E-169,462,yes,yes,yes
PGIDNB_01320,rpmF,50S ribosomal protein L32,ACXYSJ_01315,rpmF,50S ribosomal protein L32,100,100,100,2.64E-39,120,yes,yes,yes
PGIDNB_01325,,hypothetical protein,ACXYSJ_01320,,hypothetical protein,100,100,100,3.07E-150,413,yes,yes,yes
PGIDNB_01330,,hypothetical protein,ACXYSJ_01325,,hypothetical protein,100,94.23,100,1.11E-69,200,yes,yes,yes
PGIDNB_01335,,Diguanylate cyclase/phosphodiesterase,ACXYSJ_01330,,putative bifunctional diguanylate cyclase/phosphodiesterase,100,100,100,0.00E+00,1172,yes,yes,yes
PGIDNB_01340,phaR,polyhydroxyalkanoate synthesis repressor PhaR,ACXYSJ_01335,phaR,polyhydroxyalkanoate synthesis repressor PhaR,100,97.52,100,1.67E-147,405,yes,yes,yes
PGIDNB_01345,paaJ,acetyl-CoA C-acyltransferase,ACXYSJ_01340,,acetyl-CoA C-acetyltransferase,100,100,100,0.00E+00,794,yes,yes,yes
PGIDNB_01350,phbB,beta-ketoacyl-ACP reductase,ACXYSJ_01345,phbB,acetoacetyl-CoA reductase,100,100,100,5.78E-179,488,yes,yes,yes
PGIDNB_01355,,EamA domain-containing membrane protein RarD,ACXYSJ_01350,yddG,aromatic amino acid exporter YddG,100,99.66,100,0.00E+00,542,yes,yes,yes
PGIDNB_01360,,Aspartyl protease family protein,ACXYSJ_01355,,TIGR02281 family clan AA aspartic protease,100,100,94.12,3.07E-114,318,yes,yes,yes
PGIDNB_01365,,ATP-dependent helicase HrpB,ACXYSJ_01360,hrpB,ATP-dependent helicase HrpB,100,100,100,0.00E+00,1684,yes,yes,yes
PGIDNB_01370,,Acyltransferase 3,ACXYSJ_01365,,acyltransferase family protein,100,100,100,0.00E+00,696,yes,yes,yes
PGIDNB_01375,,peptidylprolyl isomerase,ACXYSJ_01370,,peptidylprolyl isomerase,100,100,100,0.00E+00,606,yes,yes,yes
PGIDNB_01380,secA,preprotein translocase subunit SecA,ACXYSJ_01375,secA,preprotein translocase subunit SecA,100,100,100,0.00E+00,1949,yes,yes,yes
PGIDNB_01385,,"Murein L,D-transpeptidase YafK",ACXYSJ_01380,,"L,D-transpeptidase family protein",100,100,100,0.00E+00,1010,yes,yes,yes
PGIDNB_01390,accA,acetyl-CoA carboxylase carboxyltransferase subunit alpha,ACXYSJ_01385,,acetyl-CoA carboxylase carboxyltransferase subunit alpha,100,98.77,100,0.00E+00,654,yes,yes,yes
PGIDNB_01395,xerD,site-specific tyrosine recombinase XerD,ACXYSJ_01390,xerD,site-specific tyrosine recombinase XerD,100,100,100,0.00E+00,694,yes,yes,yes
PGIDNB_01400,,histidine kinase,ACXYSJ_01395,,histidine kinase,100,100,100,8.05E-30,95.9,yes,yes,yes
PGIDNB_01405,,shikimate kinase,ACXYSJ_01400,,shikimate kinase,100,100,100,3.90E-146,402,yes,yes,yes
PGIDNB_01410,aroB,3-dehydroquinate synthase,ACXYSJ_01405,aroB,3-dehydroquinate synthase,100,100,100,0.00E+00,759,yes,yes,yes
PGIDNB_01415,,Mg2+/Co2+ transporter CorB,ACXYSJ_01410,,HlyC/CorC family transporter,100,98.65,100,0.00E+00,879,yes,yes,yes
PGIDNB_01420,,Transcriptional regulator BolA,ACXYSJ_01415,,BolA family protein,100,100,100,6.83E-62,179,yes,yes,yes
PGIDNB_01425,,molecular chaperone DnaJ,ACXYSJ_01420,,J domain-containing protein,100,100,100,7.70E-165,450,yes,yes,yes
PGIDNB_01430,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_01435,cobS,cobaltochelatase subunit CobS,ACXYSJ_01430,cobS,cobaltochelatase subunit CobS,100,100,100,0.00E+00,686,yes,yes,yes
PGIDNB_01440,cobT,cobaltochelatase subunit CobT,ACXYSJ_01435,cobT,cobaltochelatase subunit CobT,100,100,100,0.00E+00,1280,yes,yes,yes
PGIDNB_01445,,Phytase-like domain-containing protein,ACXYSJ_01440,,esterase-like activity of phytase family protein,100,100,100,0.00E+00,711,yes,yes,yes
PGIDNB_01450,,Histidine kinase,ACXYSJ_01445,,PAS domain S-box protein,100,100,100,0.00E+00,2170,yes,yes,yes
PGIDNB_01455,rpmB,50S ribosomal protein L28,ACXYSJ_01450,rpmB,50S ribosomal protein L28,100,100,100,3.32E-70,201,yes,yes,yes
PGIDNB_01460,,DUF3108 domain-containing protein,ACXYSJ_01455,,DUF3108 domain-containing protein,100,100,100,0.00E+00,562,yes,yes,yes
PGIDNB_01465,,Helicase-like,ACXYSJ_01460,,helicase-related protein,100,100,100,0.00E+00,2234,yes,yes,yes
PGIDNB_01470,,ferredoxin,ACXYSJ_01470,fdxA,ferredoxin FdxA,100,100,100,9.59E-81,229,yes,yes,yes
PGIDNB_01475,,"Transcriptional regulator, CarD family",ACXYSJ_01475,,CarD family transcriptional regulator,99.66,75.84,100,0.00E+00,585,yes,no,no
PGIDNB_01480,,"Peptidase M48, Ste24p",ACXYSJ_01480,,M48 family metalloprotease,100,100,100,0.00E+00,1011,yes,yes,yes
PGIDNB_01485,,Nuclease (SNase-like),ACXYSJ_01485,,thermonuclease family protein,100,100,93.94,4.43E-178,487,yes,yes,yes
PGIDNB_01490,livK,ABC transporter permease,ACXYSJ_01490,,ABC transporter substrate-binding protein,100,100,100,0.00E+00,822,yes,yes,yes
PGIDNB_01495,caiD,enoyl-CoA hydratase,ACXYSJ_01495,,enoyl-CoA hydratase,100,100,100,0.00E+00,526,yes,yes,yes
PGIDNB_01500,,Glyoxalase-like-dom domain-containing protein,ACXYSJ_01500,,hypothetical protein,100,100,100,0.00E+00,520,yes,yes,yes
PGIDNB_01505,,enoyl-CoA hydratase,ACXYSJ_01505,,enoyl-CoA hydratase/isomerase family protein,100,100,100,0.00E+00,543,yes,yes,yes
PGIDNB_01510,caiA,acyl-CoA dehydrogenase,ACXYSJ_01510,,acyl-CoA dehydrogenase family protein,100,100,100,0.00E+00,796,yes,yes,yes
PGIDNB_01515,,Acyl-CoA dehydrogenase-like,ACXYSJ_01515,,acyl-CoA dehydrogenase family protein,100,100,100,0.00E+00,706,yes,yes,yes
PGIDNB_01520,,oxidoreductase,ACXYSJ_01520,,SDR family NAD(P)-dependent oxidoreductase,100,100,100,0.00E+00,523,yes,yes,yes
PGIDNB_01525,yeaQ,Transglycosylase-associated protein,ACXYSJ_01525,,GlsB/YeaQ/YmgE family stress response membrane protein,100,100,100,1.37E-60,176,yes,yes,yes
PGIDNB_01530,,YidB-like protein,ACXYSJ_01530,,YidB family protein,100,100,100,2.54E-141,389,yes,yes,yes
PGIDNB_01540,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_01545,,hypothetical protein,ACXYSJ_01540,,hypothetical protein,100,100,69.64,5.27E-23,78.6,yes,yes,yes
PGIDNB_01550,,hypothetical protein,ACXYSJ_01545,,hypothetical protein,100,95.12,100,5.79E-54,159,yes,yes,yes
PGIDNB_01555,curA,NADP-dependent oxidoreductase,ACXYSJ_01550,,NADP-dependent oxidoreductase,100,100,100,0.00E+00,669,yes,yes,yes
PGIDNB_01560,,Dihydrofolate synthase/folylpolyglutamate synthase,ACXYSJ_01555,,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,100,100,100,0.00E+00,870,yes,yes,yes
PGIDNB_01565,,ATP-grasp domain-containing protein,ACXYSJ_01560,,ATP-grasp domain-containing protein,100,100,100,0.00E+00,654,yes,yes,yes
PGIDNB_01570,,FMN-binding glutamate synthase family protein,ACXYSJ_01565,,FMN-binding glutamate synthase family protein,100,100,100,0.00E+00,1122,yes,yes,yes
PGIDNB_01575,,creatininase,ACXYSJ_01570,,creatininase family protein,100,100,100,0.00E+00,534,yes,yes,yes
PGIDNB_01580,,Nitrate ABC transporter substrate-binding protein,,,,,,,,,no,no,no
PGIDNB_01585,,ABC transporter related,ACXYSJ_01580,,ABC transporter ATP-binding protein,100,100,100,0.00E+00,536,yes,yes,yes
PGIDNB_01590,,Binding-protein-dependent transport systems inner membrane component,ACXYSJ_01585,,ABC transporter permease,100,100,100,0.00E+00,522,yes,yes,yes
PGIDNB_01595,,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding",ACXYSJ_01590,,2-hydroxyacid dehydrogenase,100,100,100,0.00E+00,655,yes,yes,yes
PGIDNB_01600,,Protease inhibitor Inh,ACXYSJ_01595,,AprI/Inh family metalloprotease inhibitor,100,100,100,9.98E-170,463,yes,yes,yes
PGIDNB_01605,,Succinate semialdehyde dehydrogenase,ACXYSJ_01600,,NAD-dependent succinate-semialdehyde dehydrogenase,100,100,100,0.00E+00,1011,yes,yes,yes
PGIDNB_01610,,hypothetical protein,ACXYSJ_01605,,hypothetical protein,100,100,100,3.54E-77,219,yes,yes,yes
PGIDNB_01615,,Beta-lactamase,ACXYSJ_01610,,serine hydrolase domain-containing protein,100,100,100,0.00E+00,813,yes,yes,yes
PGIDNB_01620,,AMP-binding protein,ACXYSJ_01615,,AMP-binding protein,100,100,100,0.00E+00,1172,yes,yes,yes
PGIDNB_01625,,adenosine kinase,ACXYSJ_01620,,adenosine kinase,100,100,100,0.00E+00,675,yes,yes,yes
PGIDNB_01630,murJ,murein biosynthesis integral membrane protein MurJ,ACXYSJ_01625,murJ,murein biosynthesis integral membrane protein MurJ,100,93.17,100,0.00E+00,954,yes,yes,yes
PGIDNB_01635,trpS,tryptophan--tRNA ligase,ACXYSJ_01630,trpS,tryptophan--tRNA ligase,100,94.31,100,0.00E+00,724,yes,yes,yes
PGIDNB_01640,,universal stress protein UspA,ACXYSJ_01635,,universal stress protein,100,100,100,2.48E-117,326,yes,yes,yes
PGIDNB_01645,,NifU family protein,ACXYSJ_01640,,NifU family protein,100,100,100,2.28E-140,386,yes,yes,yes
PGIDNB_01650,tsaB,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,ACXYSJ_01645,tsaB,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,100,100,100,1.76E-163,448,yes,yes,yes
PGIDNB_01655,rimI,ribosomal protein S18-alanine N-acetyltransferase,ACXYSJ_01650,rimI,ribosomal protein S18-alanine N-acetyltransferase,100,100,99.38,3.21E-116,323,yes,yes,yes
PGIDNB_01660,fur,transcriptional repressor,ACXYSJ_01655,,Fur family transcriptional regulator,100,100,100,1.34E-103,289,yes,yes,yes
PGIDNB_01665,,"HAD-superfamily hydrolase subfamily IA, variant 3",ACXYSJ_01660,,HAD family hydrolase,100,100,100,1.11E-158,434,yes,yes,yes
PGIDNB_01670,miaB,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,ACXYSJ_01665,miaB,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,100,100,100,0.00E+00,962,yes,yes,yes
PGIDNB_01675,,Phosphate starvation-inducible protein PhoH,ACXYSJ_01670,,PhoH family protein,100,100,100,0.00E+00,708,yes,yes,yes
PGIDNB_01680,ybeY,rRNA maturation RNase YbeY,ACXYSJ_01675,ybeY,rRNA maturation RNase YbeY,100,88.21,100,1.55E-125,348,yes,yes,yes
PGIDNB_01685,tlyC,"Hemolysin-related protein, contains CBS domains, UPF0053 family",ACXYSJ_01680,,hemolysin family protein,100,100,100,0.00E+00,746,yes,yes,yes
PGIDNB_01690,lnt,apolipoprotein N-acyltransferase,ACXYSJ_01685,lnt,apolipoprotein N-acyltransferase,100,100,100,0.00E+00,1056,yes,yes,yes
PGIDNB_01695,hipB,transcriptional regulator,ACXYSJ_01690,,helix-turn-helix domain-containing protein,100,100,100,1.23E-100,281,yes,yes,yes
PGIDNB_01700,trmB,tRNA (guanosine(46)-N7)-methyltransferase TrmB,ACXYSJ_01695,trmB,tRNA (guanosine(46)-N7)-methyltransferase TrmB,100,90.62,100,1.20E-172,472,yes,yes,yes
PGIDNB_01705,,DUF2336 domain-containing protein,ACXYSJ_01700,,DUF2336 domain-containing protein,100,100,100,0.00E+00,715,yes,yes,yes
PGIDNB_01710,rimP,ribosome maturation factor RimP,ACXYSJ_01705,rimP,ribosome maturation factor RimP,100,100,100,0.00E+00,516,yes,yes,yes
PGIDNB_01715,nusA,transcription termination/antitermination protein NusA,ACXYSJ_01710,nusA,transcription termination factor NusA,100,100,100,0.00E+00,1077,yes,yes,yes
PGIDNB_01720,,RNA-binding protein,ACXYSJ_01715,,RNA-binding protein,100,100,100,0.00E+00,524,yes,yes,yes
PGIDNB_01725,infB,translation initiation factor IF-2,ACXYSJ_01720,infB,translation initiation factor IF-2,100,100,100,0.00E+00,1764,yes,yes,yes
PGIDNB_01730,rbfA,30S ribosome-binding factor RbfA,ACXYSJ_01725,rbfA,30S ribosome-binding factor RbfA,100,100,100,4.50E-97,272,yes,yes,yes
PGIDNB_01735,truB,tRNA pseudouridine(55) synthase TruB,ACXYSJ_01730,truB,tRNA pseudouridine(55) synthase TruB,100,100,99.46,0.00E+00,741,yes,yes,yes
PGIDNB_01740,rpsO,30S ribosomal protein S15,ACXYSJ_01735,rpsO,30S ribosomal protein S15,100,100,100,2.72E-62,181,yes,yes,yes
PGIDNB_01745,pnp,polyribonucleotide nucleotidyltransferase,ACXYSJ_01740,pnp,polyribonucleotide nucleotidyltransferase,100,100,100,0.00E+00,1451,yes,yes,yes
PGIDNB_01750,,Methyl-accepting chemotaxis sensory transducer with Pas/Pac sensor,ACXYSJ_01750,,PAS domain-containing protein,100,100,100,0.00E+00,1147,yes,yes,yes
PGIDNB_01755,,"Transcriptional regulator, LysR family",ACXYSJ_01755,,LysR substrate-binding domain-containing protein,100,100,100,0.00E+00,612,yes,yes,yes
